id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
Hv48K68yd2CWSX-hnOwdqpHWJmiJYACB2DqN7ZCUk8sJEw,hOd-PTDQTCHKfk5ppATvXIT3aGqIlkf_FkdyEYKsslugelU,54c0x0xPbKjgCVWEIoNZpK2G-z9rCR159T7Ku9tmqdAcyaHOR72H9Q9N_bKIVAY0VVeEP0fqmGF4AQ,Woman,601,1665420125000,461
qPyin1RvCiT77G93Gqx9weqtg8BL6dRG9SgiI9xhScnMFO2D2C_atiwYKA,Y1bg2wchFfN5ZUeP2GvlaKYEltPyY_jCYdJ6XpByQXA6P1B3TCtWdlr_,uZcIi-9bKe0zqDo3IvOBzeuVIPnMUIT87tsQxKOyHdj5GRLYwj0ByLrPvrvMvX-dH9XF7jgvglyQ0g,top 1 virgem,1225,1665523584856,64
lmPPidmyBotP9Gzl0ziSAZShErEMw4CEgEDQbxRhoODsg6s,UIFdEp-HGJARe_s-vp2kiY5s7ORADnSPboePTVeyVFTbeRE,NshaRY4ZDbAP_Qx5zhjRX_94G2Rx-HucR5dZM6jEAV_bQVMSx4wS3__Zdoyk3DEAboQK_rEeAbjIgQ,4rturo Vidal,4652,1665442232000,302
KETIyKz0onGDG1vlfEW5X2ar1eNkH_Oay7DqXWhLgbVjsg,HD-0cfn7WdKKt8_HLyvhQQ3hpQ3UolXn502qNCpd9eff,GigwrUFnfP0Eir5vfj6VH29dger4VhKhyZLX4jAD3ZtfSaqOkuNZuf3XSqpS1AEIvSJCJ-6Z_bd1CA,lmrznbahhh,5315,1665540597250,552
0mDKSl5HHt0AJ20RbMsIGFcGKAI-hx8BhH7wETQEmhrrhOCQYgz4ur3h_g,oIP5w8LKDchdu91OUCZGpruxv6m4eZdm_sg626fYMZk6zJGAnEyIMKAE,eSnaiscmo8vojb8L83vy1CAMcVhhiVMyUZHVWOnnrKBNMHJWMLp9TAqF603iiKBwdoHdfY_iZrRMjQ,fadfs sadas,5463,1665024477000,83
_fY0vDtUgzOHud5nIxxHoOyn-kWOE_yrwsEF0IaO4Gfisw,WFOSFRBGj1696MStU8oVvVYeWszWvSAM90OSYQekJuceDU4,knkNUmW6SWD-a129U9yrxkZAsqgpva8Q46dphCZy_g0Bhg2_sv-jInYtqc5w5a79EryOyT-l5QdCsg,cödsz,4030,1664941812000,569
h6B1yW63igSYZmXBM4E5OgT2azL3jWBwHdGeLong_HlBb50SV6hwpK_ycA,9MyOizOSlhYNACqCwALFi4s4jzSJaB2Z3nluIdgIHcnJO7YmVGrzHcqw,YZwyvreR2Y2TmeCmtMzrCQ49XE20W6XrU6zp4CQTdjtIYNexwFfcUXkJDN_qcdW0t_dvQba8YNI5iQ,pazpeaceful,3901,1665160656000,78
CGU3YXwTyYuFY19RwJj01z8_Hi01Rt-w9uFaGt8Buj0bvzjMn7y7JoG62g,JZeG8YpbD3FyiINovvz25A8phsOV8ZHVH48QVJPdvs3Jb7t3eJ8znMWM,Vfy9-19mTfeAJsAhvaXvjfxfQ2Vvkxz8rq0wh-BNHylujclSsyAvI1zTI1hd9Bh9TEoFNs2vI4cw1A,luxuri0us,29,1665265269000,63
gzd9FzIPzyouEXInUmPgEwCNO5uoKQiru1mg6iyjHAQKzw,_CIczDexensorK26QkchsILIumJs5qYtS4JxsJuppxvU6VY,r7SQCebtL4irRKVRbi22Espy7qmho-QR8BRv7Waf37PRdiQ7ypYC_nRnWjlFMwJFqDhibSOCDYcRgQ,Daenerysz,3155,1664670535000,803
fXKUEQRYVnvFZfyMgL47SHqD4JmB0YbUZQxmjSWniMiWeQ,qM9Rfo60a1DZIITB5P83nmyzlzA6kiPGSXTNs_Df0L3Rtpk,xClhXsPBcB1rcN0MFOR0bTqoS-sSzWRC4ovzyHegDh758KmQvVcMfOYRaqjRxjYx92aw6JOHZ8X02A,love mymy,4640,1665352109468,785
gpPrh3PAK3BjzYMqu7XujD8uL-gVuQCMZ67iLBtZwvO3,dJV2nDFnTBQPAbqqC0TeYy_eh8vaCQmvyaQ1ahd1nCc,2odQFsMyDt-qOwh3fqMxYDxSrIjeju5usU3zJiBRRoljDvT0fgL5SgpVc3YUC12mLEyXhWPteosSAQ,Filipoppy,3221,1665331206000,542
pVes0-WxVIEMxDI1j5iEeFr7KcV0QVT96RxjLUP3MFzvOg,l6KZPp8FH20EdnWeKNpxGHy2RcwH4JxhoFDk5ZXhDHScxOM,IHgAcpAfxM9cpXgF5x8lj9G_Xk3vXEhcp0RZfvxsYObuj_r5n7U_C7LRUR1q-Q5G0jikjDiBe3Xs_A,telas777,5258,1665528981506,736
ovyXBnyLYwBUw_0j8dy6XwPsihdaD94brLWSNhTMWBxPSU4,D8txTSZsgPk3NJ4mcu4N3yx1scHJy0o88nNUUfQweyqH5M0,aXCeNySVbJkSuuGo8wsOPve_FgC3fIMi4_eCfav3P5bvn0zM94aEFZyKDpXaCyYGFCxgTNH_tMKzqw,sérjão agiota,979,1665525674243,432
UhpQMugQqYYPMzzXaY9zodTBgDlffpK-WNqKDQOwyHHRnQ,XEhO_sHHNwdTwR6PI71Wkn-2pf0QkIX8tfpsWeorWKorjTY,d4b5Ed1KN-SlJ9maby_25Gh8wrM7_R_k8IomW454PQIGfpXCFEYaPsHN_h3Kj5wRYDUbji_7eXiU2Q,DelphiN,5528,1665525711454,818
5X3IMd9CL9Dr1WY_1ptlkA2rIIn2fy10gvyokmZ62sfICOo,j6sh9bKNH10SaJuczMkfIRFPUuqZjGmV5k3xe8g2RIT5zSQ,B1fVuzOHbF1za2fO66hMsuabXoUTqar9yzaZ21AbjKRY5uuWj3GiGa6x9FSN0HXK0Arzc_9Ycv5ICg,Fight continues,3150,1665442805000,723
2RzkiH-VWwPmHwpAeWLr9avNXuPiBAPFpEoECDZ9Z0KJZg,JucdyL4Mvmr3Ikkz0KhQ6BRvkB_p6vDGPphDiW2w2cGgoec,xKpDMDA5S0UceeomAc6oPjT5VlEjCjJRf3qkDHO4TNgH75fp1Fvpv6c0KrDNomq2brBLpCerVsDlBQ,IZG M41K,4982,1665536770786,533
9DXNrEs3roQXmL6wi5HIsh9Rfj1MeyJTyZzB3EU8RT_Rkw,L1Ouggy13GCmmfsCXCKDe-DUMQTTQLd_46wxZQL9iYNgIRc,ZM-joG71n04X-PZngeBP7tmYNo-XoccpHcNgWw3pJ9sMPwZFEfTFW30PdkDO3OMWf5Ga2nFCd3nyiw,beta32,4931,1665367265092,548
aD-rwsIKq5ntSKkXKA1ybjL5Gd-uzblGeGYQUCckQbkkT3E,8wDWQFcFtwrnphhXzCt72YhsGacq0pYezdZBrPf0PMTwu3c,RuL6T8C-ItFbIsjs-KTYY0BjTrrrrrTW1D38sGh8u7FxUgIAnIduEcCxqJP96bjQIwqIPh6xZIy1zQ,festinhas drogas,4030,1665237824000,536
U7OTZwJhATcAxlkvLID8zSnux_CHcTpNSf_kNdTMC0_iNJ0pSD1TxjOvkw,sD6546xXVyXI7Jogk3R-xJWbUNetb037RcREb4WGpOf5oFhBIuzxQ5pC,JNQkexGusFZaOIjgVEQ77oEKd2CxdS5-8_Z8KHC3ieughdXqK0xTxuXkkjZhir75v6RKBWgsO6W57w,chenzebin123,5410,1665069790000,122
HQKxkCP1Oa4kSA3enguM1mE5QL8h02zGuQAMap8GMfSr4w,4y9pYnBuwGVELxD0sfTYABEM_TWIxEqFACcLrFePdQXgxNI,TKznOxNoiMcTqffjyji2osszzLgGKFW25cOER7PaVkNGIBS2yMMaUd5DqYMYJVsyjti1FGbVnj2_kA,FLUID CAMISA 11,5331,1665541367082,897
an4pZ2VPF3V7ksRFamLZED-viijAQofzgzIsIOMxeOtL,r2DtSkyg4ptUpXihi_12fnBexGFFTtwGESPjLMCeplk,_qC6O4FtsKHvZx_nY6hGXQFk9bYcax_WY-BKYRLoRnONZ6Ria9DQKP4kuwJqSCwMDSqWw-ifLbxalw,Namelxrd,4646,1665518315000,515
pWlh11A9fyes7qSgbu7ZHp7OQPWrVVTk575VgE1MrQMQ7w,rNR77TTbgHOBF4nuVLzixd-yVy3m-LfIOZytQLxGtRUU2YM,Hle7P9Ct6eg159uS4SYp0sOrsaNy-owtnXTWcsYMspx7HHO0b9QXWVMx79z5BfEMNIUQpqzC76TUjA,thru death,898,1665398373000,403
3uMvNRXpxKUFluaoiNseIZa6T-8a1vI4vfpgwf7TYkQalg,L8mINUfTRbR5rW5n4MhasuVb7N2slumsmb-6Z0sXKEuMRdQ,Z3V2FY4xiVyLrAnIgUoHBo_hfIlrT3DrwztPLWy4cL7ky2Wzt-QOil8PFgydSS30d--pmQwoiIvN3A,gwengwengwengwen,5184,1665539534000,463
vSXM9agRQHMAPSvHIIdfDLf2dfpBlzdP4St9BRwqJ4v4jg,SuPNBxd4opcOi8YgK1sPWIHVYfqMx_tsCArjAuOUnktNtqk,gqZCurLdIQfX7ZNHlYyzNmxPD_XQkmA641DH3X4byd_La1j2pmwTLq6Iu5O5fgfRjXUIyfB3qdj6ew,twtv hynashilol,663,1664924330000,800
ScOCTA8V_1pxk_tmUPjc0T8GHf1-wdLj3P_8ZSdl3cjcBwo,Jh0wiLd5uyDxwnYwjUUzQo1HUSNZbKhhyV8DNUlUCjpBHNk,FbaVE1YYc_VP6suCcuxQ4QWcqRMz6JqdhDGQb87vdFSh-u8-avo8dkGKRU0gGVLzjJdAhjYA3e54zg,kêa,5535,1665553615409,209
BIKIktivGJ01WWFhvucFeCGO6wzRVn279b-dSf7BKIM6XXcRcfKS5Z0W5g,q8LzbaZlXlUh2cXd9C_BA6lSNnK9zdCP0-2eDRwsuttf9DzJdTWQSIQr,DONIk1h2I8ZyFIZxF_fXUnD9kWYxBm4NWQFZdKFYg84igu5J4Dh-fM7Cspuc-8UOoFVWpJt3YCe7Gw,jayce love,1453,1665357697000,107
0wqUyA1HFkR79yyx_9e1PCN40w1U6fIjBNmHziRt2g1eUCM,__cyywySniH-UN4bnRHPs-RqftXvK65qqf0eQbtLl6-LuQg,0S5tXYGCnuph81-XZJL6-qTEb1veU-ssfg72SlwVy_oGnGhZf_k8H_Y5mjbjOIeAWb99uR2vD80nbw,Its for them,28,1665513000960,318
YACx0e6Hi4sXvXd3bsXz5nXBlbi7pE3Ufbbnw7PIwwZdNA,eVG-yCKXuDrAI--9ky0qLiP6dEg2rPB4Rwgy8D8NWghZLeo,bBQ1taGSRySREVyNujrQcMu9m6vLmk0DlXCuXCXD4D7ztEJxNI7DCBV5qcJsKOSeXpOS0CWndZYP2g,Alanzinhö,5462,1665556241725,417
bIIusXu5HCzBw7B7as0khQ79TOPzcedIJEDgmWIz3cY4YCMz6UA5kZcN3Q,6eePNlB_5DBB01iy04QonOSCuLKuYr10axML3SXcs8GU8-JkfYp7gd7k,leCuCACLRKLhXGPXDlq5blgZiJU0hDa6Xc5kMfKVg10kcVhNlefqGneyDNjR7nNWfD1o0oP8nk0cHw,noora saetre,3150,1665421793000,107
iZs0TlHcU-NKSsPmdeDcLD2xB0Ng3W-q4Q-hYdpYeW4Rig,JOPXh4g0dVV0Qq6ZLfffnqjvWO13YFimWiL5JcF7cb1e-Bs,-7___0x7K9Ju8UGDfezpAjEsjBayrxCL6IzDA8hST8KZjVATe9Rk3EYAAFuSFmEdPk5iNOhvzRd9Kg,Felpina Fangirl,3367,1665539534553,778
xkYe4fc_QZXOjbewUiFcQr2Bad23fMROvlUd6wuRMXS9kZBCrnqzuNRDaA,enbJ21yDvOxPfPbL52DgMVcomw-JIj5WW7I4_0N7ZUqvL3_wPtzX9U6F,_GQigRSdNbRb0lleplk6PSKSFO8ZF4YLuaOh40kupLJ_DKkG2tKUxw_MYUxJfKZldrvE3Eb-2uNHpQ,Korshala Adun,5528,1665514360289,143
h_OcZNLF9Gyfv7zBRGy4J1tPrlKHJpCtVKBk0nLVlOpGvA,ZKV4iPREPZzmCLEMsO0lZLUqFSuCPHt9BBCPkMfMykEwm5w,08G7wMFZ-eF87l1g0IzuTDIg1ulxaMt2hOPGBPzowBYQDMAMkHSkbbYITjC0yAFmFhAa-XMLOwO-6g,91 Reis,3539,1665504502866,548
CL8RxtmitZopLqjqGsbS9xCGe-SQaOEJeeUfc6a1ZLNelA,WVamh6pHubJzoY3H-D-hwk5ELCl0xJBHHNxOmc9qiy_76WU,2Z1efC65Qxt0Ii_fwIdIMrQ1qDdDC_DgC3bYKPK5HJTyb0ALgG0igQWC9UBbiCF3LcdOltIMnCEUHQ,Guscoxa,5312,1665459314099,835
O5_vWleWTTHzmIO3lziGavGcV_S1gPKMOQjSUsxNBZSZ6w,TziNigqR9QbYdF3Z0WZKnR3KXwgnXcMiI87QKYlC93txHsU,pesm7Za0QPCQZ6UMXVmPd6KUpPwPiEQQGmk1VmKXw8CwRnrA7GyU9MlJnOC0uJkRdyOabeAmD6dAtQ,RedBert,5485,1665428635255,449
xNtcgnfdTFxnP-CtgR-7JWMgQecsTXBoCsm7o-BlaOy66ko,9f99X8N4yuxSwJjyE3wzAJQ7jlrRsqEIAJyu7JdjEOMSjBwANLBrmzYz,CeF6vR8g1CFpY2Sz_BQNJDYf4WcHzWIXnXjcwXtMPjJdZcIhHYLszqxvMIC4ePkn9HBksnl6LOSa9Q,Tian z,4778,1665506175942,83
k9t0poHodlHm8fKPlkkg_FRkpl69M6BUeKLIwkdqpjeCIQ,7Qvk7jbGYSY1b8cPNOz94fRlsvpOw413_PmalWnLwIaSgkA,fLEJZKo93YFu1_qF41gk5peSFSs5g_lr557Wx-jD-g21SieJP_MHtojZdzijRNiygbIRMzV8T74_jA,eden11,5502,1665452323000,499
2kDyI5QsnY6Vz9dfjBgoWNNDQKhE-OBnRckWwr2UYNOp1w,S8aX2-JUnZ89O5D7oWmME5knMP7CEEb4k9LTHUPlDTfZ8nA,g29irlewrvQn63u3W_gyyeo2FWf4RYdr4NC93LMdnqLQbWliW33xz90FITyg_G3JdlfglH_S1EpNJQ,JGFULLCLEAR123,3890,1665459246000,463
q2E7iKu4E_XZcBmdqz5LZk67KieNE_-7kqi32tRDtgq0Rg,jQSOhGrRAyD37mv_PjBcDDrYtAKR12RSMIyWEhkCBy7-tNk,uh6nKg_v5Za2iqReeYXloUf7gs-4oUjnIO8C_VIq2zdEOLUd1I-HIGr5oyKiyghlDyJSehm0R-o1Cw,sdONtarget,4242,1665269576000,691
f1ZWgI75mwhIp7YGR1j1e88JZuMU7RkXJ6a3VaWczQpGd94,6_36V_sK7YdIDlNfedWnLuSOPUpkDmhqHRtzFr8pxiVroJ8,3-vmfZUV0YA_RrnDe6ccKz3g9eh6USPdK0N4KDimvrAnX2jb-IsCv3kiKjy30S6MuhNKPgW8LkTipQ,Stargazer,5170,1665469335000,371
Iio5UKPUZ9oJWhfzzvJ3hC0-yV0Qy6N0NXM9fdMhMUBNR_Y,o2FGKnXnemaq5_nuoAC97lMrVRBJcsYvA2yKY3nWJTMDAkhOGujawMIK,UEM0BvrXd3hYCwH-MZf-8W75EnSKrWO0k9RFqqqbJjhRfhv4GUvTo6M29ElwerWjug2hp6NKbAnfGA,tedi sem chat,5212,1664531548000,93
-Bdn1qRMlU04s_BHtZK9W3t0P0h705oBKklBUuH0Pzzrng,DiRiv1Iv9I7iX71yb7Z1n-V2Gy23_kU8R4Qr8K_6TifH0dI,UufJqswa6e0ENPhQLqORdV5OXPIpIn41dJXJyRE0znxfoTX4Wt8JfVq9AVMLahnELy7K8PWL8cQNNw,jusaka1,29,1665517157086,665
BCglqw_7hyApTuBGDLcTjzNl2-SWtdNdZaSoBgzSjuw2W2VBX_MvRPrO3A,aRfTgXkVoBMbofqa7GzYUThoLQAcE5YIT5_ktgYpo36aE_lhVFmVDi2Z,0ULFhVXxCtKstOUuEarYnG-ZjWdh_ahuR3DkorOjSILqjHv91hiNqg1qNRBVw45wwiy024emWd6p4Q,scarus coeruleus,7,1664818600000,95
u_ex2o5Pi1MA_cOW9hQkl9VbBu2SKOi89jjgG6QsSMzHvg,3KCIUvwbl3Olqm70skauEt8IsrcQrz5NOuy3lI-CJcW5o3g,7WSXMBcMjfYtgi7e94bCXZYbsONNaQClQiwBqqijv5KtSdHuK5ohvGxU17oiQI9y_wH1_9lRD-fIVg,Lellisz,3878,1665533546082,1156
nKOlYHI02LZMsbnL6rl_ycDSGGQW3uxdobEjFLG2yHKQHw,DmMdkSBUJDiDSva47vdSqF47zxRmx4bGzfNVn8Ya_HT9IdI,2nyTQimT6kdG53DF7q6NYUNL43yuFPlWobP04VN3OzuLQRCpSAxnnE-RufWB4IEiniXQ641VELMmPA,xConan,3459,1665110062000,439
LKoTfGwJhB9XVkcrYOgOqH798AeANxsZ1grw7jymDu1BWg,RPa-trRtSuVVqwyb3BT1GHTQLtEqwxgclFUelV_sjESB904,qFQ1yuuvP734uLBfttVIv1Sxi3Ku4YUcBLvU-uVxVwyg-kV4TtUOJ_8lww5JV133NMD8OJQA6MLGyg,clbc,4532,1665452764000,253
mGnPQ1kW1iCK9X6Ew-Z79QmnYJqS_LOAVpoAijjiwUpfxZo,kmuHuTevX-GJpEuI8_ImbbfALusVGtSKp_745J9pwGVWa7s,T4SlarD6fEODhJSFMRERbWy57BGLgsyTxWkLHYbor9lIbPLLoLnJ51AWY8lOPAveFKS3kEXPv-6alA,ayasaki,4893,1665459567241,889
P_YNQzMLBUFRyk8u5je4hR10gD1ruLgUHwC4lhhgcxX0Zy0,96qulAt2V_Z4KnIdoWfkAMEbd2HoLmJF1hT7Vi92Zq22CbU,3aovRoNNBqtJ8zjv57f6Kcl_neo0xT-Ru_SlKZt5HBltzSJoDDxPRNJc7AhbDAouEKpypIh8gmyvpQ,Bertochi,5316,1665427111000,343
txi_z4-bPyyvfPMVW1XwVjznkHiQHjaniFBUUmfPWoqRFw,TiyrlWY18lPSKWBcFnAMremWk4V7BgJZnDqn5SmL-4zmr0A,jrARXxh90Re5d6E5GV7skFsjjr-H-AUpplOcI76xxFIz2Peak0_Izi0TGADK0WNcv9yUuprx0WHlEA,Ghostsocial,3367,1665484171000,1060
R_VtdjfjRNMRV7mkrc0eMkn6p0QLbIxgy4gV18ghVpCYvbH-nLbZGh94cA,ekU1I_d1SxOpr2C0AY2XVAnOkmg1KMntaUcg6B50cgFtSt1511RCb3Gp,0cN44vekRXt89HE1jKTByLiW7DB6bwPWsliXu01CPZRzc-RrQOiATZUCdiui7gyomrfuOlV12EHJaQ,ZEN Aang,4928,1665541476506,168
jFpiHmbnajOqHXbrUF1CARldOZIHs0sU9uovhucdQGa0Tw,TXF2KlIh3NK0I8q0Y4OYv_ruOLJe3ri-7iBZZR0uN4G5Rdk,RaVKu6LsuABrtHRvdWexROF255mOwsm3ZKidnbkl4dSHuK0j82iuKZ4mMpMqye1CwU99HcKBBCwSpQ,dant,1390,1664793186000,527
Hjy5zlrzjzcgET2w1oyFosMSpaIGiItVE6rk4p1BPC24krU,2WiLul1QPuEjsodXARCoJIrGubIVAc5ZYy93RZm80n9QmsI,asqv2DWzYQF-dRhxxSyp-TD-Eorgv0dYmVfL732h20pOdSpTitvzxLtOQuaYB49f7StfPX4Ztaw_8g,joaomegafera,745,1665528303587,557
eehtFR-8IhG-tctYnzZBHAgOC2V20raVgJ3Qv_Ih5XhBvA,v8vgryqgwfMoWSG_cYnJ9WDOk7VSqQJO19hEHLu7MlnfEDE,mGhjg6vLSTmEHZ15s5qibBmfaKOO45h7Lic8G1ySHcVgpMWhUlmALNSwKmZYZhsWv3F6RjVWDi2hLw,kyü,5543,1665440126000,781
bnNa99NbZalzWQk9nVQSXKxrF7MwE2KiR4YcFK9ShbGQRZg,L9-k-TzPmGykg84V3ZVqkQofEa_eg6UJ-9fbbQ5_eWyIYOcmBGoTfFFL,Bs9KraPFW_V-krIpVP9XT9SuE9LYQmr3ToslmSWdYAs-eFxhVPzk8lrnOsDRaSAJUDq9dzd2sDcbnQ,Fruitzqt,7,1665348067000,62
qkY_zQO4rQWlfxREeKBSP_AOdmUqIAytDKbLvP6clTpn1w,FIk7xSNXXOtGf0rTBRhWx44bUBY5onufvqYXFIfzgeJWKIY,Tg1q17p1DkkZupouXZQDrbPIrMfilOQ-vbOebrWv8Iy7voKrkNFAiiacrb7z8KZy2kwoANPACDtiCQ,cirilo777,5503,1665580022815,590
NT1wvqT3GEeOgwT4fwliLHxFbkh2FKYMBg6di-MGn2jU1g,2NsqeiHEf8CaXjtUPZczERs7Oeky7V0m6Kp5B9u_ytlhzxo,_nJE2clBecmcs6_esR9Qq-33ivQeIRfqUcP-kMzu-lhCbdnRMLfTzgWk-CTNLEA2pTuhMsRTwYKI_w,RISE Lukan,5535,1665527453037,994
Gt8BaFQTIArOVPo-zq7djAcSXl1ICxU1Cz-iEvYy7CLgpNo,7DM6_fPvdfKakJJv3FOpb27BLzDn_1mGykzKjecZHGASfm8,drIY2-XmhTtc-pNPGbEmD3JOUCy9lm88cxHx-yOI1zYbdJC39eY977a7b01XK_oCmDOz2UGzTbhQUw,Misales,5460,1665191566000,1006
j85pChQ-ykQph79TOINZDe-eA5BQOseRSzW_Tgg0N6Qs,T_PtKjz6oTnCS8OPm8hdu7EsECPHB63ncCLWgHShTPI,4WbeJrGgqGeYgu66-1LRQ2lfWBu3_Po63H2yH_uaBAmvAfisGFvVl9aZOl9wfycMQOU3gJThYJDFEQ,jkg jacoba,4050,1665414431000,532
HTaFAUu6zah5QaLrOCmDMeXR9B59sR-BJZep0ra4gOZZXA,PrDJ2hmO_tVfyMGZnC4yJf6D5yrCT4jdnI9wkUoP46bHBa8,ly0VIQ11TYTJ1MXbNiPoWdCYn_HODLDBtDqf94Ddzc1y0181N1eT3HFBtyAqUA9CE-ItqExuykWgRw,momochi momochi,3873,1665538713375,604
x25DNpUr_sVXh9ghwsbn3dIhSo6S5Td40yPvJP8Nyti6wg,_qxJ4C6IjrRUI2-dIuikNxvrhqqsqdEG3CMvErAEX_DX2UA,rwbKVwPI_ZBOgREeAAny_0J06Cdm4ezp2B_5-k4b12AadCaEZk6W4gL9SG-4BsEaeU8nvthQKLtBIA,Viikks,5551,1665446646055,743
s6Z5t356Ad30e64ZpuvuRVLFZx70ACtu5oebX9CgYMc1,dILNQ0GGSWbA7XeOJCX8aC60QbRSY2OLqUqQjiz-DS4,37HSQYIsQj98BbznYAkfmaoBXgfwevy9FO5PB_KboDR10jxwK8bI5PEdC3ukTyHOWADFWK8NdCwwvg,kadaki,642,1665529334793,704
MTCEZkZC3DjvptLrVH-tveqG7BLVWONMMLcrFdYRMtXp1g,nEfOuntDg392sVRcQqjRAX8cHdpwAXWiu3ViiJ4vMHXvY8s,OUkEL2FvbchYexwiWNx86SYtTEqtHMa7BQ4gOi5kvSKtpOk_pNyg1q_1icYjzVaXH4SsENCOkNjPCA,yuki1,5506,1665350698000,844
bQhzkiEYKeAErCpUYvQY8EZHb0SZrG9N5i13QkOGey5spYI,HXAPobL3_1JbjcGjxOCvMpxilAxDx6uc7bWHfwfN-k9wkEc,UZXhQucvwzuEKD7aMAXPOxa0-0vBvETuAVAd7T_GTYQ4hvVetWq9PxtHj3W3Fe7xi7fhNS6diBag_w,PILMCO,4661,1665451594000,368
wwQ_NrwSHSLgqH6r4nMy4EZQyZulnkjxwvjadRSJoaXQdRPEO_gHuHZC8w,raSv_qOQfHoCXPYnfXKbBYJsUt39PePK8MHjoE0txCFEex9x--2VnAoW,50tME08ueRfxs8ABjlHeYirK6YAWA4mllSjjkToiI42iIcRUMjbtggPLEafVsQ-SdOaU4D-XpTov3g,Snaker 91,5510,1665122230000,345
D58OKAU9y-Wianxz95EX1Ww1LIgnPXDP_l3YSZelaSlHWw,sMTYvU-TBBEPTivfs7w23HFwTTr3PSJQEEOhkIcfD2xJ5M8,TAyyj_OAkCIm_c9FfPUWPqXhTKXY8lAYT-LnngwdtkJTVQ_rYupy2EO6NkuwrG-az6jMOuFQT2Nshw,EloHigh KhaZix,4769,1665188958000,329
YVk_i1k9jk6XMUd-nOfZOm_Nt-rbZyYFZSrXce0n1Nq2uRM,28QLzGEGqTT_OvZHltB5COBWEdndNaZHybxFDHeDRkWEomg,2LYZCLXTw4y-2eMgaAJz7y7dHvuAWWWazplGH5IT9vSitK2lb2aS89RSwUWwEF2CTTQbu8eNYv5E8g,Namiru 15y,5119,1665533546082,534
qw9BpAXNL0Rhogi4A_pKT4theZiMvR3F1oeElKfe-YX31g,Rh1LliqgHV3-WUxUa1Btw2l4C46dPT90y_Pafv6vkGrvh9w,j_7vxbIlwZYSswq40ZdJ5wNjmGcnv7LZatyJnrOVK00geby7s9o2G8eNfB6Y7foQe250bkXc38Wwwg,Glayde,5233,1664744244000,588
QW2UbC5nGS7TjxlU4KC_oWkmbgBsJa-Yw6bqnXpvl5AfCR0,iPY4MDOkX0igc5Eio63DqVrIyzV8l2AZHS8J7MlrjqRJi3c,nh9Y7xN8Lbl9u0YVEvUzLrEt7kgG6ulPQ16IV5xSHNW8UQluADZ-jmndbX2AwA7noqw-mZZNwFU90w,guarda banana,5117,1665528981506,740
Ja3x_84pK6Vf5yTkFBxOH6iscx3Nvs6hlnSycaqfCc860r__6YBNCNlLqA,XGE_awBACCjOTkkgC5zLMWXCxwh4lTyXCwT9-zC3fw5UdU9OoeT5_wq4,I8mOiqzo2aOPwxeGoTsZxlTP5HDYXVtHVEH5wz9_m3hiKQvE3F68T333bFRUHk1b0nBEpYnFnEtnLg,JOTALXXXX,5465,1665102663978,159
VU6tYs4h-E-rqPwIUw7RrfkPRUpy5V5wmY1MZe1MsxjtMA,7AyqNTk2-xJeqJ_dW-vqzBp1AW5W_71PXJR95iCZpQLOk-g,dV78ACW_XOTMlYysA61WmzYYmkEjni8UHhEmHX4L13OFJP3x2bXyg93vgbuYtvQz8IyaXoh3SJyPxQ,Artic,5530,1665505799126,804
AtpoOWiCA64VgJJX06S0HXrOwuaUEEiP2L2ZIg4dgLKO1HU,ySeps3rCA6ZeNo9RiCvaxe5WL4ExFlYKDu77C4RDj2b3I84,HRXURaRhOfo8VY1iuAKHdmD0NVVyZw2fbm6c9UNwKDJkqwNaIsAZt7j_M7rCMjkcfENLGvvB-77mLw,juny,3495,1665539534553,889
cEGOyKoJ8NjuawL_pZoOcVckCWTK-KqUv66_Vnx-x1UyLOY,u5WFL4Hrbu7lO09ex_AQUI8tejpisCUlPbYB5MFDDdkgJ5tPc38RUU9U,W53yvHdm2BPyOSlxGPSmIqzxnK7KZyBxZXV5I_mMGs8_Xg8XIKqn1deJjPnmrUpZjq2IdFRmjuiVIw,rainsshow,5472,1665452989000,139
xuoAIZonbqmQPf6JJHRkJL3udBjaj1oWOGpINhLmeY5GONY,k02UimKC8yakJiYIB9DWfNmmGLzOVx_MejOOlRlpOuPv6BY,94YvvbUGIkN4sJhEj3RpP02SC1ucU1VIB7PyJoeH8zbo3hc4vEbvhSQXrBxUy4UvWqv5mI5KSClH4A,Super Loud,1259,1665473438000,581
KQWuRyxSaLrKJ2MhmJv5GTX-bRzJPAXFZJDN-7s_Vs5xqSI,zl6L0Jj6yOXN4AvE8IF-RWjlesLufTgU-h1J8bt6CO7rglk,0oAVfPkIKXQPIO7W0bi8f_XzCFUqXNqd9Q00mCwzScC72N4YUBri-Oj-4FlSmvzKF1D5uRFkCAY6pA,yadujii,3385,1665369717000,564
6luI_otAoQpT5HFQ1vg8pbzzDL322-byCkJupYMmiaXb,oA-VsK9eh3waYcdmdwJORN2aY7TVaOwio32bsLrvYdw,3Mcg0p3z9Z5HPIBMjRCw7ryXb16VIhPSPMO0giwmhFJbZRD9thRc3106fFIN8BREMmHcPj75-yMDkQ,Devin Booker1,4312,1665528981506,267
